Brand,Price,Year,Transmission,Capacity,Mileage,Published_Date,USD_Rate,Fuel_Price,Crude_Oil_Price
Bajaj Pulsar 135 LS,245000,2013,Automatic,135,53000,9/22/2021,199.76,157,13801.42
Bajaj Pulsar 135 Ls,255000,2016,Automatic,135,36000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 135 LS,325000,2017,Automatic,135,22000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,160000,2014,Automatic,150,60000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,163000,2007,Automatic,150,72500,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,165000,2012,Automatic,150,70000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,165000,2010,Automatic,150,56789,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,169000,2009,Automatic,150,65325,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,170000,2011,Automatic,150,50000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,170000,2010,Automatic,150,70000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,170000,2006,Automatic,150,123456,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,175000,2010,Automatic,150,26033,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,175000,2007,Automatic,150,117500,10/1/2021,199.7,157,15678.45
Bajaj Pulsar 150,175000,2009,Automatic,150,65000,9/7/2021,201.5,157,13921.64
Bajaj Pulsar 150,180000,2010,Automatic,150,46000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,180000,2008,Automatic,150,1000,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,180000,2018,Manual,150,82000,10/27/2021,201.49,157,15818.98
Bajaj Pulsar 150,180000,2010,Automatic,150,89000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,185000,2011,Automatic,150,80000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,185000,2009,Automatic,150,70805,10/7/2021,199.98,157,15700.43
Bajaj Pulsar 150,185000,2010,Automatic,150,12345,10/4/2021,200.01,157,15702.79
Bajaj Pulsar 150,188000,2011,Automatic,150,45211,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,188000,2010,Automatic,150,123456,10/27/2021,201.49,157,15818.98
Bajaj Pulsar 150,195000,2005,Automatic,150,123,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,195000,2010,Automatic,150,82000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,195000,2009,Manual,150,75000,10/3/2021,199.68,157,15676.88
Bajaj Pulsar 150,198000,2010,Automatic,150,40000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,200000,2018,Automatic,150,30000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,200000,2008,Automatic,150,68152,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,205000,2010,Automatic,150,152600,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,209000,2012,Automatic,150,93000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,210000,2010,Automatic,150,52556,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,210000,2011,Automatic,150,70000,9/29/2021,199.76,157,13801.42
Bajaj Pulsar 150,215000,2011,Automatic,150,52000,10/4/2021,200.01,157,15702.79
Bajaj Pulsar 150,218000,2011,Automatic,150,40000,9/21/2021,199.96,157,13815.24
Bajaj Pulsar 150,220000,2010,Automatic,150,48000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,220000,2011,Automatic,150,23568,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,220000,2009,Automatic,150,28000,9/19/2021,199.57,157,13788.29
Bajaj Pulsar 150,225000,2010,Automatic,150,50000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,225000,2010,Automatic,150,67800,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,225000,2013,Automatic,150,59900,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,225000,2011,Automatic,150,75000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,225000,2009,Automatic,150,50000,9/11/2021,199.73,157,13799.35
Bajaj Pulsar 150,228000,2012,Automatic,150,41643,10/19/2021,201,157,15780.51
Bajaj Pulsar 150,229000,2012,Automatic,150,58000,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,230000,2012,Automatic,150,47000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,230000,2021,Automatic,150,12758,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,230000,2012,Automatic,150,60000,9/29/2021,199.76,157,13801.42
Bajaj Pulsar 150,235000,2011,Automatic,150,68000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,235000,2012,Automatic,150,85000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,235000,2011,Automatic,150,40000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,235000,2015,Automatic,150,78570,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,235000,2013,Automatic,100,75000,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,235000,2012,Automatic,150,50000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,235000,2011,Automatic,150,75000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,235000,2011,Automatic,150,58900,9/22/2021,199.76,157,13801.42
Bajaj Pulsar 150,235000,2012,Automatic,150,34000,9/19/2021,199.57,157,13788.29
Bajaj Pulsar 150,235000,2012,Automatic,150,66383,9/16/2021,199.45,157,13780
Bajaj Pulsar 150,235000,2010,Automatic,150,1234,9/7/2021,201.5,157,13921.64
Bajaj Pulsar 150,237000,2012,Automatic,150,13333,9/26/2021,199.72,157,13798.65
Bajaj Pulsar 150,240000,2012,Automatic,150,11111,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,240000,2012,Automatic,150,3000,9/29/2021,199.76,157,13801.42
Bajaj Pulsar 150,245000,2011,Automatic,150,22500,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,245000,2012,Automatic,150,76000,10/21/2021,200.46,157,15738.11
Bajaj Pulsar 150,250000,2012,Automatic,150,65000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,250000,2011,Automatic,150,85000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,255000,2012,Automatic,150,70000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,255000,2011,Automatic,150,68000,9/30/2021,199.67,157,13795.2
Bajaj Pulsar 150,259000,2012,Automatic,150,48000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,259000,2012,Automatic,150,48000,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,260000,2012,Automatic,150,50000,10/27/2021,201.49,157,15818.98
Bajaj Pulsar 150,260000,2012,Automatic,150,71000,9/26/2021,199.72,157,13798.65
Bajaj Pulsar 150,263000,2012,Automatic,150,38000,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,265000,2012,Automatic,150,90000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,265000,2012,Automatic,150,54000,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,265000,2012,Automatic,150,32500,9/25/2021,199.72,157,13798.65
Bajaj Pulsar 150,268000,2012,Automatic,150,46710,10/21/2021,200.46,157,15738.11
Bajaj Pulsar 150,269000,2012,Automatic,150,29000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,270000,2013,Automatic,150,60000,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,270000,2012,Automatic,150,71000,9/27/2021,200.05,157,13821.45
Bajaj Pulsar 150,275000,2012,Automatic,150,65000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,275000,2012,Automatic,150,33000,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,280000,2014,Automatic,150,40000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,280000,2013,Automatic,150,65000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,285000,2014,Automatic,150,80000,10/19/2021,201,157,15780.51
Bajaj Pulsar 150,285000,2013,Automatic,150,55000,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,285000,2013,Automatic,150,80000,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,285000,2014,Automatic,150,58000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,285000,2013,Automatic,150,61090,9/14/2021,199.36,157,13773.78
Bajaj Pulsar 150,289000,2013,Automatic,150,60000,10/5/2021,199.69,157,15677.66
Bajaj Pulsar 150,290000,2012,Automatic,150,65000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,292000,2013,Automatic,150,56000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,295000,2014,Automatic,149,23500,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,295000,2013,Automatic,150,65000,10/23/2021,201.35,157,15807.99
Bajaj Pulsar 150,295000,2014,Automatic,150,45000,10/11/2021,200.06,157,15706.71
Bajaj Pulsar 150,295000,2013,Automatic,150,39000,10/7/2021,199.98,157,15700.43
Bajaj Pulsar 150,298000,2013,Automatic,150,50000,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,300000,2016,Automatic,150,48000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,300000,2014,Automatic,149,90000,10/6/2021,199.42,157,15656.46
Bajaj Pulsar 150,300000,2013,Automatic,150,90000,10/3/2021,199.68,157,15676.88
Bajaj Pulsar 150,305000,2013,Automatic,150,36000,10/21/2021,200.46,157,15738.11
Bajaj Pulsar 150,310000,2013,Automatic,150,76000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,310000,2014,Automatic,150,48200,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,310000,2013,Automatic,150,37200,10/6/2021,199.42,157,15656.46
Bajaj Pulsar 150,310000,2014,Automatic,150,45000,9/20/2021,199.49,157,13782.76
Bajaj Pulsar 150,315000,2013,Automatic,150,95000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,315000,2013,Automatic,150,74000,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,315000,2015,Automatic,150,61000,10/13/2021,201.02,157,15782.08
Bajaj Pulsar 150,315000,2014,Automatic,150,46000,10/11/2021,200.06,157,15706.71
Bajaj Pulsar 150,315000,2015,Automatic,150,42000,9/23/2021,199.53,157,13785.53
Bajaj Pulsar 150,315000,2015,Automatic,150,42000,9/23/2021,199.53,157,13785.53
Bajaj Pulsar 150,320000,2013,Automatic,150,49000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,320000,2016,Automatic,150,48000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,320000,2014,Manual,150,45000,10/27/2021,201.49,157,15818.98
Bajaj Pulsar 150,320000,2014,Automatic,150,85000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,320000,2014,Automatic,150,89000,9/6/2021,200.23,157,13833.89
Bajaj Pulsar 150,320000,2013,Automatic,150,27609,9/6/2021,200.23,157,13833.89
Bajaj Pulsar 150,325000,2015,Automatic,150,70000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,325000,2014,Automatic,150,65000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,330000,2015,Automatic,150,72000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,330000,2016,Automatic,150,44000,10/21/2021,200.46,157,15738.11
Bajaj Pulsar 150,330000,2014,Automatic,150,65000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,330000,2015,Automatic,150,57000,9/29/2021,199.76,157,13801.42
Bajaj Pulsar 150,330000,2012,Automatic,150,38000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,330000,2015,Automatic,150,110000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,330000,2014,Automatic,150,43000,9/25/2021,199.72,157,13798.65
Bajaj Pulsar 150,330000,2016,Automatic,150,60000,9/22/2021,199.76,157,13801.42
Bajaj Pulsar 150,330000,2015,Automatic,150,45000,9/20/2021,199.49,157,13782.76
Bajaj Pulsar 150,333333,2013,Automatic,150,40000,10/13/2021,201.02,157,15782.08
Bajaj Pulsar 150,335000,2014,Automatic,150,31000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,335000,2013,Automatic,150,101767,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,335000,2015,Automatic,150,25000,10/23/2021,201.35,157,15807.99
Bajaj Pulsar 150,335000,2014,Automatic,150,60000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,335000,2014,Automatic,150,60000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,340000,2014,Automatic,150,20000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,340000,2013,Automatic,150,26000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,340000,2015,Automatic,150,56000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,340000,2014,Automatic,150,34000,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,340000,2015,Automatic,150,50000,10/9/2021,199.89,157,15693.36
Bajaj Pulsar 150,340000,2015,Automatic,150,72000,10/5/2021,199.69,157,15677.66
Bajaj Pulsar 150,340000,2015,Automatic,150,69504,9/25/2021,199.72,157,13798.65
Bajaj Pulsar 150,340000,2015,Automatic,150,59000,9/22/2021,199.76,157,13801.42
Bajaj Pulsar 150,340000,2015,Automatic,150,30000,9/19/2021,199.57,157,13788.29
Bajaj Pulsar 150,345000,2015,Automatic,150,56000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,345000,2016,Automatic,150,56500,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,345000,2016,Automatic,150,40000,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,345000,2014,Automatic,150,49334,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,345000,2014,Automatic,150,176000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,348000,2015,Automatic,150,54000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,350000,2014,Automatic,150,34000,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,350000,2016,Automatic,150,55000,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,350000,2015,Automatic,150,44000,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,350000,2015,Automatic,150,48000,10/23/2021,201.35,157,15807.99
Bajaj Pulsar 150,350000,2016,Manual,150,40000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,350000,2016,Automatic,150,67700,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,350000,2014,Automatic,150,85000,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,350000,2015,Automatic,150,55000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,350000,2015,Automatic,150,1234,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,350000,2016,Automatic,149,70000,9/14/2021,199.36,157,13773.78
Bajaj Pulsar 150,355000,2016,Automatic,150,30500,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,355000,2016,Automatic,150,81000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,355000,2014,Automatic,150,59000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,355000,2016,Automatic,150,55000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,355000,2017,Automatic,150,60000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,355000,2015,Automatic,150,50000,10/15/2021,202.02,157,15860.59
Bajaj Pulsar 150,355000,2013,Automatic,150,9000,9/20/2021,199.49,157,13782.76
Bajaj Pulsar 150,355000,2015,Automatic,150,35000,9/13/2021,199.5,157,13783.46
Bajaj Pulsar 150,359000,2017,Automatic,150,47000,9/23/2021,199.53,157,13785.53
Bajaj Pulsar 150,360000,2017,Automatic,150,35000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,360000,2015,Automatic,150,35000,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,360000,2015,Automatic,150,40000,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,363000,2016,Automatic,150,29000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,365000,2015,Automatic,150,28000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,365000,2016,Automatic,149,39000,10/28/2021,201.93,157,15853.52
Bajaj Pulsar 150,365000,2015,Automatic,150,56780,10/28/2021,201.93,157,15853.52
Bajaj PULSAR 150,365000,2016,Automatic,150,25000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,365000,2015,Automatic,150,37255,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,365000,2016,Automatic,150,85000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,365000,2016,Automatic,150,68274,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,365000,2016,Automatic,150,60000,10/14/2021,200.98,157,15778.94
Bajaj Pulsar 150,365000,2016,Automatic,150,60000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,365000,2015,Automatic,150,75000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,365000,2016,Automatic,150,1450,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,365000,2016,Automatic,150,65000,9/13/2021,199.5,157,13783.46
Bajaj Pulsar 150,370000,2015,Automatic,150,30000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,370000,2015,Automatic,150,63000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,370000,2016,Automatic,150,35000,10/4/2021,200.01,157,15702.79
Bajaj Pulsar 150,370000,2016,Automatic,150,53000,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,370000,2015,Automatic,150,148000,9/30/2021,199.67,157,13795.2
Bajaj Pulsar 150,370000,2015,Automatic,150,44200,9/12/2021,199.74,157,13800.04
Bajaj Pulsar 150,375000,2016,Automatic,150,25754,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,375000,2015,Automatic,150,33045,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,375000,2016,Automatic,150,45000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,375000,2016,Automatic,150,55000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,375000,2016,Automatic,150,28765,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,375000,2015,Automatic,150,33000,10/11/2021,200.06,157,15706.71
Bajaj Pulsar 150,375000,2016,Automatic,150,45000,10/9/2021,199.89,157,15693.36
Bajaj Pulsar 150,375000,2015,Automatic,150,64340,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,378000,2017,Automatic,150,24063,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,379000,2015,Automatic,150,72000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,380000,2016,Automatic,150,36000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,380000,2016,Automatic,150,82000,10/6/2021,199.42,157,15656.46
Bajaj Pulsar 150,385000,2016,Automatic,150,56000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,385000,2016,Automatic,150,28000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,385000,2016,Automatic,150,80000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,385000,2017,Automatic,150,43000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,385000,2017,Automatic,150,71000,9/29/2021,199.76,157,13801.42
Bajaj Pulsar 150,385000,2016,Automatic,153,21700,9/25/2021,199.72,157,13798.65
Bajaj Pulsar 150,385000,2016,Automatic,150,32100,9/17/2021,199.62,157,13791.75
Bajaj Pulsar 150,385000,2016,Automatic,150,45000,9/9/2021,199.79,157,13803.49
Bajaj Pulsar 150,388000,2016,Automatic,150,34000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,388000,2016,Automatic,150,12345,10/27/2021,201.49,157,15818.98
Bajaj PULSAR 150,389000,2017,Automatic,150,41741,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,390000,2017,Automatic,150,43854,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,390000,2016,Automatic,150,55000,11/1/2021,201.98,157,15441.37
Bajaj Pulsar 150,390000,2016,Automatic,250,56500,10/19/2021,201,157,15780.51
Bajaj Pulsar 150,390000,2016,Automatic,150,31000,10/7/2021,199.98,157,15700.43
Bajaj Pulsar 150,390000,2016,Automatic,150,50000,10/7/2021,199.98,157,15700.43
Bajaj Pulsar 150,390000,2016,Automatic,150,52000,9/22/2021,199.76,157,13801.42
Bajaj Pulsar 150,390000,2017,Automatic,150,35000,9/18/2021,199.62,157,13791.75
Bajaj Pulsar 150,390000,2017,Automatic,150,50000,9/9/2021,199.79,157,13803.49
Bajaj Pulsar 150,395000,2017,Automatic,150,29000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,395000,2017,Automatic,150,38000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,395000,2016,Automatic,150,45000,10/5/2021,199.69,157,15677.66
Bajaj Pulsar 150,395000,2016,Automatic,110,48361,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,395000,2016,Automatic,150,29534,9/24/2021,199.73,157,13799.35
Bajaj Pulsar 150,398000,2016,Automatic,149,42000,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,398000,2016,Automatic,150,45000,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,398000,2015,Automatic,150,40000,10/6/2021,199.42,157,15656.46
Bajaj Pulsar 150,400000,2016,Automatic,150,40000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,400000,2016,Automatic,150,48000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,400000,2016,Automatic,150,48000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,400000,2016,Automatic,150,31793,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,400000,2017,Automatic,150,43000,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,400000,2016,Automatic,150,49000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,405000,2017,Automatic,150,42000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,410000,2017,Automatic,149,38000,10/29/2021,202.05,157,15862.95
Bajaj Pulsar 150,410000,2016,Automatic,150,40000,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,410000,2017,Automatic,150,46000,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,410000,2017,Automatic,150,46000,10/12/2021,200.5,157,15741.26
Bajaj Pulsar 150,410000,2016,Automatic,150,71000,10/8/2021,200.03,157,15704.36
Bajaj Pulsar 150,410000,2017,Automatic,150,62000,10/6/2021,199.42,157,15656.46
Bajaj Pulsar 150,410000,2015,Automatic,150,80000,10/2/2021,199.7,157,15678.45
Bajaj Pulsar 150,415000,2017,Manual,150,25000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,415000,2017,Automatic,150,45000,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,415000,2016,Automatic,150,54000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,418000,2016,Automatic,150,22500,9/27/2021,200.05,157,13821.45
Bajaj Pulsar 150,419000,2015,Automatic,150,37000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,420000,2018,Automatic,150,37200,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,420000,2017,Automatic,150,35000,10/26/2021,201.48,157,15818.19
Bajaj Pulsar 150,420000,2014,Automatic,150,31000,10/16/2021,201.29,157,15803.28
Bajaj Pulsar 150,420000,2017,Automatic,150,40000,10/9/2021,199.89,157,15693.36
Bajaj Pulsar 150,420000,2015,Automatic,150,80000,9/21/2021,199.96,157,13815.24
Bajaj Pulsar 150,420000,2016,Automatic,150,36000,9/15/2021,199.45,157,13780
Bajaj Pulsar 150,425000,2016,Automatic,150,41000,11/3/2021,201.45,157,15400.85
Bajaj Pulsar 150,425000,2017,Automatic,150,51000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,425000,2017,Automatic,150,63000,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,425000,2017,Automatic,150,25000,10/15/2021,202.02,157,15860.59
Bajaj Pulsar 150,425000,2017,Automatic,150,62000,10/10/2021,199.89,157,15693.36
Bajaj Pulsar 150,425000,2017,Automatic,150,48000,10/7/2021,199.98,157,15700.43
Bajaj Pulsar 150,425000,2017,Automatic,150,45000,9/18/2021,199.62,157,13791.75
Bajaj Pulsar 150,425000,2017,Automatic,150,36500,9/15/2021,199.45,157,13780
Bajaj Pulsar 150,428000,2017,Automatic,150,60000,9/26/2021,199.72,157,13798.65
Bajaj Pulsar 150,428000,2017,Automatic,150,41623,9/25/2021,199.72,157,13798.65
Bajaj Pulsar 150,430000,2017,Automatic,150,49000,11/2/2021,201.98,157,15441.37
Bajaj Pulsar 150,430000,2016,Automatic,150,43000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,430000,2017,Automatic,150,42000,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,430000,2017,Automatic,150,24000,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,430000,2018,Automatic,150,46500,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,430000,2018,Automatic,150,46105,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,430000,2017,Automatic,150,49000,10/5/2021,199.69,157,15677.66
Bajaj Pulsar 150,430000,2017,Automatic,150,52000,9/30/2021,199.67,157,13795.2
Bajaj Pulsar 150,430000,2018,Automatic,150,30000,9/28/2021,199.76,157,13801.42
Bajaj Pulsar 150,432000,2017,Automatic,150,48900,9/30/2021,199.67,157,13795.2
Bajaj Pulsar 150,435000,2017,Automatic,150,35240,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,435000,2018,Automatic,150,35425,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,435000,2017,Automatic,150,37000,10/22/2021,201.39,157,15811.13
Bajaj Pulsar 150,435000,2017,Automatic,150,28600,10/4/2021,200.01,157,15702.79
Bajaj Pulsar 150,435000,2018,Automatic,150,11000,9/27/2021,200.05,157,13821.45
Bajaj Pulsar 150,435000,2017,Automatic,150,40000,9/17/2021,199.62,157,13791.75
Bajaj Pulsar 150,438000,2018,Automatic,150,29334,10/13/2021,201.02,157,15782.08
Bajaj Pulsar 150,440000,2017,Automatic,150,55000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,440000,2016,Automatic,150,10500,10/20/2021,200.54,157,15744.4
Bajaj Pulsar 150,440000,2018,Automatic,150,39674,10/18/2021,200.44,157,15736.54
Bajaj Pulsar 150,440000,2017,Automatic,150,27200,10/17/2021,202.03,157,15861.38
Bajaj Pulsar 150,440000,2018,Automatic,150,41200,10/11/2021,200.06,157,15706.71
Bajaj Pulsar 150,440000,2018,Automatic,150,31000,10/4/2021,200.01,157,15702.79
Bajaj Pulsar 150,440000,2017,Automatic,150,25963,9/26/2021,199.72,157,13798.65
Bajaj Pulsar 150,440000,2018,Automatic,150,31000,9/26/2021,199.72,157,13798.65
Bajaj Pulsar 150,445000,2018,Automatic,150,30000,11/4/2021,201.49,157,15403.91
Bajaj Pulsar 150,445000,2018,Automatic,150,11000,10/31/2021,202.07,157,15864.52
Bajaj Pulsar 150,445000,2017,Automatic,150,64200,10/30/2021,202.05,157,15862.95
Bajaj Pulsar 150,445000,2017,Automatic,150,33000,10/25/2021,202,157,15859.02
Bajaj Pulsar 150,445000,2018,Automatic,150,53000,10/24/2021,201.33,157,15806.42
Bajaj Pulsar 150,445000,2018,Automatic,150,32650,10/13/2021,201.02,157,15782.08
Bajaj Pulsar 150,445000,2017,Automatic,150,25963,9/8/2021,199.73,157,13799.35
Bajaj Pulsar 150,448000,2018,Automatic,150,29000,9/26/2021,199.72,157,13798.65
